0	2021-05-31T23:00:00.000000	-0.12689000000000306    before installation so ignore
1	2021-06-08T08:00:00.000000	1.8994999999999962      Odd jump on endat (before installation so ignore)
2	2021-06-22T19:00:00.000000	52.43022000000001       Beam dump, ssi jumps to -49, endat stable
3	2021-06-29T17:00:00.000000	-52.42741999999999      Beam dump ssi jumps, endat starts to drift
4	2021-07-21T01:00:00.000000	52.430400000000006      Beam dump ssi jumps, endat starts to drift
5	2021-08-05T02:00:00.000000	52.43001000000002       Beam dump ssi jumps, endat stable
6	2021-09-03T13:00:00.000000	-52.42730999999999      Beam dump ssi jumps, ssi jump leads beam dump... Endat stable
7	2021-09-06T22:00:00.000000	52.4303                 Beam dump ssi jumps, endat starts to drift

8	2021-09-14T21:00:00.000000	0.22666000000000963     Odd behaviour on endat, ssi stable
9	2021-09-15T01:00:00.000000	0.22668000000000976     Same incident as above
10	2021-09-21T23:00:00.000000	0.22667000000000925     Same incident as above

11	2021-09-28T20:00:00.000000	1.0009999999999915      SSI seems to show a move but the endat doesn't reflect this
12	2021-09-29T08:00:00.000000	0.199600000000002       False alarm, due to movement and sample rate
13	2021-10-06T08:00:00.000000	0.2316600000000122      False alarm, due to movement and sample rate

14	2021-11-12T20:00:00.000000	52.43017000000001       Beam dumps
15	2021-11-23T10:00:00.000000	52.43026000000001
16	2021-11-30T10:00:00.000000	52.42954000000002
17	2021-12-08T17:00:00.000000	-52.427889999999984
18	2022-01-18T01:00:00.000000	52.42991000000001
19	2022-02-01T18:00:00.000000	-52.42821
20	2022-03-25T21:00:00.000000	-52.42833999999999
21	2022-03-30T14:00:00.000000	52.42943
22	2022-04-02T19:00:00.000000	52.429240000000014
23	2022-04-03T06:00:00.000000	-52.428319999999985
24	2022-04-04T10:00:00.000000	52.42928000000001
25	2022-04-05T14:00:00.000000	-52.428399999999996
26	2022-04-05T20:00:00.000000	-52.428360000000005
27	2022-04-19T15:00:00.000000	-52.42808999999999
